,idNum,IPCNum,description,title
10,CN104432572A,A61B5/0245,本发明涉及一种老年防水保暖救生内衣，包括内衣本体(1)，内衣本体(1)上开有胸部口袋(2)，胸部口袋(2)中固定有传感器(3)，传感器(3)用于监测人体心率的变化，传感器(3)通过AD转换模块(4)与CPU(5)相连，CPU(5)上连有GSM发送模块(6)；所述内衣本体由面料制成，所述面料包括有毛呢面料，在毛呢面料的背面粘结有塑料膜。当CPU判断出人体心率发送剧变时，便可以将报警信号通过GSM发送模块发送到子女或者伴侣的手机上，从而及时对其进行救治。本发明内衣防水保暖。,老年防水保暖救生内衣
11,CN104432571A,A61B5/0245,本发明涉及一种老年防紫外线复合面料救生内衣，包括内衣本体(1)，内衣本体(1)上开有胸部口袋(2)，胸部口袋(2)中固定有传感器(3)，传感器(3)用于监测人体心率的变化，传感器(3)通过AD转换模块(4)与CPU(5)相连，CPU(5)上连有GSM发送模块(6)；所述内衣本体由面料制成，所述面料包括面料本体，在面料本体表面复合有防紫外线复合层，所述的防紫外线复合层由氧化锌层和二氧化钛层组成。当CPU判断出人体心率发送剧变时，便可以将报警信号通过GSM发送模块发送到子女或者伴侣的手机上，从而及时对其进行救治。本发明面料具有防紫外线和遮挡阳光的作用。,老年防紫外线复合面料救生内衣
12,CN203506709U,A61B5/0245,本实用新型公开了一种人体脉搏测量与无线传输和报警系统，包括生命信息采集终端模块、单片机主控模块、显示和蜂鸣器报警电路、蓝牙通信模块、GSM网络远程报警模块以及电源模块，生命信息采集终端模块、显示和蜂鸣器报警电路、蓝牙通信模块以及GSM网络远程报警模块分别与所述的单片机主控模块相连接，电源模块为上述各模块供电。本实用新型利用蓝牙通信模块将心率测量值通过无线方式近距离发送至使用者的手机以实现显示和记录，能够在手机里自动建立使用者的健康档案，当独居老年人一旦出现突发疾病、脉搏出现异常情况时能及时有效地向医护人员或家庭成员发出短信报警，及时对老年人进行紧急救助，使得老人能够获得及时和有效的救治。,人体脉搏测量与无线传输和报警系统
13,CN104432569A,A61B5/0245,本发明涉及一种老年有立体感救生内衣，包括内衣本体(1)，内衣本体(1)上开有胸部口袋(2)，胸部口袋(2)中固定有传感器(3)，传感器(3)用于监测人体心率的变化，传感器(3)通过AD转换模块(4)与CPU(5)相连，CPU(5)上连有GSM发送模块(6)；所述内衣本体由面料制成，所述面料由针织面料制成，所述针织面料由双层编织结构构成，该双层编织结构正面层采用全棉纱，反面层采用棉莱卡包芯纱，正面层和反面层由集圈结构联结，且正面层和反面层的编织密度比为4.5：1。当CPU判断出人体心率发送剧变时，便可以将报警信号通过GSM发送模块发送到子女或者伴侣的手机上，从而及时对其进行救治。本发明内衣有立体感。,老年有立体感救生内衣
14,CN104413559A,A61B5/0245,本发明涉及一种老年透湿释放负离子面料救生内衣，包括内衣本体（1），内衣本体（1）上开有胸部口袋（2），胸部口袋（2）中固定有传感器（3），传感器（3）用于监测人体心率的变化，传感器（3）通过AD转换模块（4）与CPU（5）相连，CPU（5）上连有GSM发送模块（6）；所述内衣本体由面料制成，所述面料经纱采用两种纱线，其中一种经纱为低捻度的涤纶长丝，另一种经纱为低弹涤纶丝和粘胶丝组成的低捻度复合丝。当CPU判断出人体心率发送剧变时，便可以将报警信号通过GSM发送模块发送到子女或者伴侣的手机上，从而及时对其进行救治。本发明具有良好的保健作用，同时具有吸湿排汗功能。,老年透湿释放负离子面料救生内衣
15,CN104367311A,A61B5/0245,一套智能呼吸调节仪，包括：光体积描记器(PPG)传感器1，USB接口数据线2，APP软件和智能手机3。其中PPG传感器通过USB接口数据线连接智能手机，智能手机安装有专用控制系统，控制系统由APP软件实现对PPG传感器采集的人体数据进行心率变异性分析并对引导用户的呼吸进行引导。该引导给用户提供一种非药物疗法使用户降低药物的使用量，达到调节情绪、辅助降压的效果。,智能呼吸调节仪
16,CN104413571A,A61B5/0245,本发明涉及一种老年真丝金丝皱面料救生内衣，包括内衣本体（1），内衣本体（1）上开有胸部口袋（2），胸部口袋（2）中固定有传感器（3），传感器（3）用于监测人体心率的变化，传感器（3）通过AD转换模块（4）与CPU（5）相连，CPU（5）上连有GSM发送模块（6）；所述内衣本体由面料制成，所述面料包括真丝皱面料本体，所述真丝皱面料本体的经向上每间隔一厘米嵌织有一根金丝。当CPU判断出人体心率发送剧变时，便可以将报警信号通过GSM发送模块发送到子女或者伴侣的手机上，从而及时对其进行救治。本发明真丝金丝皱面料，由于嵌织了金丝，可减轻、甚至消除静电，克服了真丝皱面料易产生静电的缺陷，同时使面料更加美观。,老年真丝金丝皱面料救生内衣
17,CN104413564A,A61B5/0245,本发明涉及一种老年无需内衬救生内衣，包括内衣本体（1），内衣本体（1）上开有胸部口袋（2），胸部口袋（2）中固定有传感器（3），传感器（3）用于监测人体心率的变化，传感器（3）通过AD转换模块（4）与CPU（5）相连，CPU（5）上连有GSM发送模块（6）；所述内衣本体由面料制成，所述面料包括人造毛皮，在人造毛皮的背面经粘合剂粘结有羊绒面料。当CPU判断出人体心率发送剧变时，便可以将报警信号通过GSM发送模块发送到子女或者伴侣的手机上，从而及时对其进行救治。本发明内衣不需要再做内衬。,老年无需内衬救生内衣
18,CN104413619A,A61B5/0245,本发明涉及一种老年救生服，其特征在于：它包括内衣本体（1），所述内衣本体（1）上开有胸部口袋（2），胸部口袋（2）中固定有传感器（3），所述传感器（3）用于监测人体心率的变化，所述传感器（3）通过AD转换模块（4）与CPU（5）相连，所述CPU（5）上连有GSM发送模块（6）。当CPU判断出人体心率发送剧变时，便可以将报警信号通过GSM发送模块发送到子女或者伴侣的手机上，从而及时对其进行救治，避免了危险的扩大。,一种老年救生服
19,CN103445763A,A61B5/0245,本发明公开了一种基于表皮电子的健康监测系统，包括传感单元和便携式信号处理单元，其中传感单元呈现表皮电子贴片的形式，其粘合在监测对象的皮肤表面，用于采集监测对象的生理参数数据并予以存储；便携式信号处理单元与传感单元信号连接，用于读取和显示存储在传感单元中的生理参数数据，并当生理参数数据超出预设的阈值时，进行报警提示或呼叫协助。本发明还公开了该健康监测系统的其他一些实施方式。通过本发明，可成功解决传统可穿戴式健康监测系统所存在的各种问题，并具备成本低廉、便于操控和实时监测、携带方便，以及测量精度高和多点测量等优点。,一种基于表皮电子的健康监测系统
20,CN103445763B,A61B5/0245,本发明公开了一种基于表皮电子的健康监测系统，包括传感单元和便携式信号处理单元，其中传感单元呈现表皮电子贴片的形式，其粘合在监测对象的皮肤表面，用于采集监测对象的生理参数数据并予以存储；便携式信号处理单元与传感单元信号连接，用于读取和显示存储在传感单元中的生理参数数据，并当生理参数数据超出预设的阈值时，进行报警提示或呼叫协助。本发明还公开了该健康监测系统的其他一些实施方式。通过本发明，可成功解决传统可穿戴式健康监测系统所存在的各种问题，并具备成本低廉、便于操控和实时监测、携带方便，以及测量精度高和多点测量等优点。,一种基于表皮电子的健康监测系统
21,CN203458378U,A61B5/0245,本实用新型公开了一种微型智能脉搏检测报警系统，它包括本地监控报警装置和手机。所述本地监控报警装置包括依次连接的脉搏传感器、放大滤波电路、单片机和蓝牙通信模块；所述脉搏传感器用来采集被测者的脉搏信号；所述放大滤波电路用来将采集的脉搏信号进行工频滤波和放大；所述单片机用来将滤波和放大后的脉搏信号经过AD转换后，变成数字脉搏数据，并传给蓝牙通信模块；所述蓝牙通信模块将接收到的数字脉搏数据调制后以蓝牙通信的方式传给带有蓝牙数据接收功能的手机。该系统能够对独居老人或心脑血管疾病患者的生命体征进行实时监控，并于必要时自动报警。,一种微型智能脉搏检测报警系统
22,CN103371817A,A61B5/0245,本发明涉及一种新型家用心律监测分析仪，包括采集装置和主机装置；所述采集装置包括ECG采集系统、数据传输模块和处理器单元，所述处理器单元通过所述数据传输模块将ECG数据的所述集合实时地加载到所述主机装置上；所述主机装置包括嵌入了诊断软件的存储器和用于显示所述诊断软件显示器。本发明的一种新型家用心律监测分析仪，结构简单，造价也不高，且不需要专业操作技能；手机、电脑、平板等终端上安装专用的诊断软件可对心电数据进行实时分析，检测基本心律参数并对异常心律作初步诊断，以便患者及时就医，可广泛地用于一般用途，也可用于主要用作辅助诊断和作为医疗设备的治疗中。,一种新型家用心律监测分析仪
23,CN203458380U,A61B5/0245,本实用新型涉及一种新型家用心律监测分析仪，包括采集装置和主机装置；所述采集装置包括ECG采集系统、数据传输模块和处理器单元，所述处理器单元通过所述数据传输模块将ECG数据的所述集合实时地加载到所述主机装置上；所述主机装置包括嵌入了诊断软件的存储器和用于显示所述诊断软件显示器。本实用新型的一种新型家用心律监测分析仪，结构简单，造价也不高，且不需要专业操作技能；手机、电脑、平板等终端上安装专用的诊断软件可对心电数据进行实时分析，检测基本心律参数并对异常心律作初步诊断，以便患者及时就医，可广泛地用于一般用途，也可用于主要用作辅助诊断和作为医疗设备的治疗中。,一种新型家用心律监测分析仪
24,CN203338010U,A61B5/0245,本实用新型提出了一种老人看护脉搏手表，用以解决传统脉搏监测装置脉搏监测不准确、信息发送不及时、沟通不方便及携带不方便的问题，包括脉搏采集装置、与所述脉搏采集装置相连接的主控装置及与主控装置相连接的手表显示面板，所述主控装置包括定位装置、信号传送装置及用于控制定位装置、信号传送装置的主处理器，所述主控装置与所述脉搏采集装置相连接，所述信号传送装置包括数据信号传送装置及短信信号传送装置，所述数据信号传送装置通过物联网服务器将脉搏采集装置采集到的脉搏信息传送至数据接收装置，所述短信信号传送装置直接与所述数据接收装置相连通。,老人看护脉搏手表
25,CN103431852A,A61B5/0245,本发明提出了一种老人看护脉搏手表，用以解决传统脉搏监测装置脉搏监测不准确、信息发送不及时、沟通不方便及携带不方便的问题，包括脉搏采集装置、与所述脉搏采集装置相连接的主控装置及与主控装置相连接的手表显示面板，所述主控装置包括定位装置、信号传送装置及用于控制定位装置、信号传送装置的主处理器，所述主控装置与所述脉搏采集装置相连接，所述信号传送装置包括数据信号传送装置及短信信号传送装置，所述数据信号传送装置通过物联网服务器将脉搏采集装置采集到的脉搏信息传送至数据接收装置，所述短信信号传送装置直接与所述数据接收装置通信。,老人看护脉搏手表
26,CN103431852B,A61B5/0245,本发明提出了一种老人看护脉搏手表，用以解决传统脉搏监测装置脉搏监测不准确、信息发送不及时、沟通不方便及携带不方便的问题，包括脉搏采集装置、与所述脉搏采集装置相连接的主控装置及与主控装置相连接的手表显示面板，所述主控装置包括定位装置、信号传送装置及用于控制定位装置、信号传送装置的主处理器，所述主控装置与所述脉搏采集装置相连接，所述信号传送装置包括数据信号传送装置及短信信号传送装置，所述数据信号传送装置通过物联网服务器将脉搏采集装置采集到的脉搏信息传送至数据接收装置，所述短信信号传送装置直接与所述数据接收装置通信。,老人看护脉搏手表
27,CN203303045U,A61B5/0245,本实用新型公开了一种基于智能手机的心率带，包括心率传感器，微处理器，用于采集使用者运动状态信息的加速度传感器，用于与智能手机通讯的通信模块，电源模块及输入按键，加速度传感器的加速度数据输出端与微处理器的加速度数据输入端口电连接，使加速度传感器与微处理器构成计步器，微处理器的通讯端口与通信模块的数据传输端电连接，各输入按键通过与各输入按键相对应的按键信号识别电路与微控制器的与各输入按键相对应的按键信号输入端口电连接。本实用新型将现有心率带及计步器集成在一起，能获取人体的实时心率值及精确地检测出运动消耗的卡路里、步数等，并可将获取的各种数据通过通信模块发送至手机供使用者查阅。,一种基于智能手机的心率带
28,CN103271735A,A61B5/0245,本发明公开一种心跳心率检测系统，包括心跳心率检测模块、无线传输模块、MCU控制模块、接收终端、信号显示装置；MCU控制模块的输出端分别连接无线传输模块和信号显示装置的输入端，MCU控制模块的输入端连接心跳心率检测模块的输出端，无线传输模块的输出端无线连接接收终端；心跳心率检测系统还包括无线控制终端，无线控制终端信号连接MCU控制模块。本系统可用于运动设备、游戏设备、汽车安全驾驶、医疗设备、移动设备等与人体接触的设备，防止在运动、驾驶、医疗工作、移动设备操作中心跳心率长期处于非正常状态下损害健康；本系统可通过通信终端进行管理、自定义预先设定的心跳心率正常值、非正常值和非正常状态持续的时间等数据。,一种心跳心率检测系统及其应用
29,CN203507497U,A61B5/0245,本实用新型公开一种心跳心率检测游戏手柄，包括：游戏手柄外壳、游戏手柄控制组件；所述游戏手柄外壳内还设置有：心跳心率检测模块、无限传输模块、MCU控制模块、接收终端、信号显示装置；所述MCU控制模块的输出端分别连接无线传输模块和信号显示装置的输入端，所述MCU控制模块的输入端连接心跳心率检测模块的输出端，所述无线传输模块的输出端无线连接接收终端。本实用新型通过心跳心率检测模块检测的获取信号、MCU控制模块分析处理信号、无线传输模块发送信号、信号显示装置的提醒等一系列组件的动作，对长时间进行激烈游戏的玩家进行警示，避免各个年龄阶层的玩家因长时间玩电子游戏对健康造成损害。,一种心跳心率检测游戏手柄
30,CN103284714A,A61B5/0245,本发明公开了一种基于GSM/GPS的脉搏检测定位系统，它主要由脉搏检测定位模块、上位机部分和移动客户端三部分组成；脉搏检测定位模块部分主要由电源模块、压电陶瓷片、有源滤波放大电路、控制模块、蜂鸣器、SIM卡、紧急按键和GSM-GPS模块组成，压电陶瓷片经有源滤波放大电路与控制模块外部中断口相连，GSM-GPS模块与控制模块串口相连，蜂鸣器和紧急按键分别与控制模块的I/O口、外部中断口相连，SIM卡和GSM-GPS模块相连，有源滤波放大电路、控制模块和GSM-GPS模块均与电源模块相连；上位机部分由一个GSM模块和计算机组成，计算机和GSM模块之间通过串口总线相连；移动客户端部分可以为安装有Android系统的智能手机。本发明能够在远程对脉搏信息和位置信息进行采集、传输和处理。,一种基于GSM/GPS的脉搏检测定位系统
31,CN203436325U,A61B5/0245,本实用新型属于医疗设备领域，更具体的说涉及一种医疗设备中的心率传感器领域。一种微型胸挂式蓝牙心率传感器，包括感应部分和信号处理传输部分，感应部分与信号处理传输部分通过导线连接，感应部分包括两片电极接口，两片电极接口上设置有心电电极片，信号处理传输部分设置有蓝牙通信模块。采用本实用新型技术方案的一种微型胸挂式蓝牙心率传感器，采用两片一次性心电电极片在胸前左右采集心电信号，经过放大电路处理，再通过单片机计算出实时的心率数据，通过蓝牙通信模块无线发送至手机、电脑等上位机，从而实现对人的实时心率的监测或检测。,一种微型胸挂式蓝牙心率传感器
32,CN203195678U,A61B5/0245,本实用新型公开了一种智能定位监护护腕，压电陶瓷片固定在腕带的内侧并与有源滤波放大电路相连，SIM卡与GSM-GPS模块相连，电源通过电源开关分别与单片机、有源滤波放大电路和GSM-GPS模块相连，蜂鸣器连接在单片机的I/O口上，GSM-GPS模块连接在单片机的UART口上，紧急按键和有源滤波放大电路分别连接在单片机的两个外部中断口上；本实用新型采用双定位模式，户外采取GPS定位模式，室内采取GSM定位模式，做到几乎无死角全方位定位；加载脉搏监测模块，实时监测佩戴者脉搏信号，发现异常时，将脉搏异常信号和定位信息，发送短信至PC机终端或是搭载Android系统的手机终端；本实用新型佩戴方便舒适。,一种智能定位监护护腕
33,CN103222862A,A61B5/0245,本发明公开了一种基于声学传感器的被动式胎心监护系统，属一种胎心监护技术，所述监护系统中包括：声学传感器，直接或间接接入信号调理单元，用于将采集到的心音信号传输至信号调理单元；信号调理单元，接入无线发射机，用于接收来自于声学传感器的心音信号，并将其转发至无线信号发射机；无线信号发射机，将心音信号直接发送至智能终端设备；智能终端设备，用于通过应用程序将来自于信号调理单元的心音信号进行检测与记录。采用声学传感器在孕妇的腹部被动监测胎儿的心音信号，杜绝了超声波辐射以及较差的用户体验，适用于经常性、重复性的检查和家庭使用，亦可同时测量孕妇体温；结构简单，功耗小，使用成本低，且适于工业化生产，易于推广。,基于声学传感器的被动式胎心监护系统
34,CN104104785A,A61B5/0245,本发明提供一种测试心率的智能手机，其特征在于将医疗心率测试模块集成到智能手机侧边框，用户无需其它外接设备，可以方便快捷地使用智能手机设备测试当前用户心率指标，及时监控自己的身体健康。用户在智能手机上打开心率测量软件，按照说明指示将手指放到指定电极，智能手机界面会显示当前用户的心率测量结果并上传至后台服务器，服务器进行分析、反馈、归档、跟踪。本手机携带方便，性能稳定和操作简单。,一种测试心率的智能手机
35,CN203122371U,A61B5/0245,本实用新型涉及医疗诊断机械技术领域，尤其涉及一种基于手机的心率测试、心电图诊断仪。该心率测试、心电图诊断仪基于手机设置，包括手机基带芯片及脉搏传感器，所述脉搏传感器通过GPIO接口与所述手机基带芯片相连接，使得手机基带芯片能够接收到脉搏信号。本心率测试、心电图诊断仪基于手机实现，体积小、操作便捷；可存储多次检测记录；可利用手机移动通信网络实现远程心电图形传输，实现远程诊治。,基于手机的心率测试、心电图诊断仪
36,CN203169167U,A61B5/0245,本实用新型公开了一种具有无线通信定位功能的脉搏监测仪，其中包括脉搏波采集处理部分和核心机部分，所述的脉搏波采集处理部分包括：脉搏次数检测模块、时间显示模块和无线发射模块；所述的核心机部分包括能够向指定手机发送信息的GPRS模块、北斗定位模块、地图数据处理模块和无线接收模块。本实用新型的具有无线通信定位功能的脉搏监测仪不论是从减轻患者的经济负担，还是为患者提供最佳治疗时机，都具有非常重要的现实意义和推广价值，在医疗仪器的家庭化和大众化应用中有着非常广泛的应用。,具有无线通信定位功能的脉搏监测仪
37,CN203000922U,A61B5/0245,本实用新型公开了一种脉搏监测衣，包括衣服本体，其特征在于：在衣服本体的袖子上设置了电子脉搏仪，所述电子脉搏仪包括传感器、导线和电子模块，所述电子模块上集成了定位被监护人具体位置的GPS（全球定位系统）模块和向监护人手机发送信息的GSM（全球移动通信系统）模块。现有技术相比，本实用新型的脉搏监测衣，在衣服本体的袖子上设置电子脉搏仪，在电子脉搏仪的电子模块上集成GPS模块和GSM模块，方便监护人实时了解被监护人的心跳情况和所在位置，如果发生意外，监护人会在第一时间知道，方便实用。,脉搏监测衣
38,CN202960493U,A61B5/0245,本实用新型公开了一种心率实时监测报警装置，包括微处理器模块、与微处理器模块相接的数据存储模块和电源模块，微处理器模块的输入端接有时钟模块、用于对信号进行放大、滤波及A/D转换调理的信号调理电路模块和用于对被监测对象的位置进行定位的GPS定位模块，信号调理电路模块由依次相接的放大电路、滤波电路和A/D转换电路构成，放大电路的输入端接有脉搏传感器，微处理器模块的输出端接有LED显示器、声光报警器和用于将被监测对象的心率异常信息和被监测对象的所处位置信息发送给监控手机的3G模块。本实用新型的结构简单，设计合理，使用方便，携带方便，安全性高，智能化程度高，数据量大，使用效果好，便于推广使用。,心率实时监测报警装置
39,CN103784129A,A61B5/0245,本发明公开了一种心率实时监测报警装置，包括微处理器模块、与微处理器模块相接的数据存储模块和电源模块，微处理器模块的输入端接有时钟模块、用于对信号进行放大、滤波及A/D转换调理的信号调理电路模块和用于对被监测对象的位置进行定位的GPS定位模块，信号调理电路模块由依次相接的放大电路、滤波电路和A/D转换电路构成，放大电路的输入端接有脉搏传感器，微处理器模块的输出端接有LED显示器、声光报警器和用于将被监测对象的心率异常信息和被监测对象的所处位置信息发送给监控手机的3G模块。本发明的结构简单，设计合理，使用方便，携带方便，安全性高，智能化程度高，数据量大，使用效果好，便于推广使用。,心率实时监测报警装置
40,CN103705270A,A61B5/0245,本发明提供一种胎心监测设备，其特征在于，包括传感节点和个人网关，其中，所述传感节点不主动向胎儿发射超声波，而是被动地采集孕妇腹部表面的声音或振动以获取胎心信号，并通过无线的方式发送给所述个人网关；所述个人网关，用于对所述传感节点发送来的胎心信号进行处理，获得胎心率。通过本设备，孕妇能够自行在家中长时间无线监测胎儿的健康状况，使用传感器的被动式胎心音监测对胎儿不存在健康威胁，尤其适用于对高危孕妇的监测。,胎心监测设备
41,CN103705270B,A61B5/0245,本发明提供一种胎心监测设备，其特征在于，包括传感节点和个人网关，其中，所述传感节点不主动向胎儿发射超声波，而是被动地采集孕妇腹部表面的声音或振动以获取胎心信号，并通过无线的方式发送给所述个人网关；所述个人网关，用于对所述传感节点发送来的胎心信号进行处理，获得胎心率。通过本设备，孕妇能够自行在家中长时间无线监测胎儿的健康状况，使用传感器的被动式胎心音监测对胎儿不存在健康威胁，尤其适用于对高危孕妇的监测。,胎心监测设备
42,CN103874454A,A61B5/0245,本发明提供一种具备获取生物信号的生物传感器的移动设备，在该移动设备中，无需另外具备用于对操作移动设备时的身体运动进行检测的专用传感器，就能在手持使用移动设备时稳定地获取生物信息。智能手机（1）包括：从握持本机的手上获取生物信号的生物传感器（10）（生物感测部（11））；对手的触摸操作进行检测的触摸面板（22）；确定触摸操作的时刻的操作信号处理部（32）；基于包含所确定的时刻的规定时间内是否产生了生物信号的峰值，来进行该峰值是否为身体运动噪声的噪声判定的噪声判定部（15）；以及基于获取到的生物信号以及噪声判定结果来计算生物信息的生物信息运算部（16）。,移动设备
43,CN103874454B,A61B5/0245,本发明提供一种具备获取生物信号的生物传感器的移动设备，在该移动设备中，无需另外具备用于对操作移动设备时的身体运动进行检测的专用传感器，就能在手持使用移动设备时稳定地获取生物信息。智能手机（1）包括：从握持本机的手上获取生物信号的生物传感器（10）（生物感测部（11））；对手的触摸操作进行检测的触摸面板（22）；确定触摸操作的时刻的操作信号处理部（32）；基于包含所确定的时刻的规定时间内是否产生了生物信号的峰值，来进行该峰值是否为身体运动噪声的噪声判定的噪声判定部（15）；以及基于获取到的生物信号以及噪声判定结果来计算生物信息的生物信息运算部（16）。,移动设备
