IPCNum,id,title
B64,CN204415744U,一种超轻型直升机专用运输轮
B64,CN203948411U,一种用于飞机可分离对接结构锁紧的分体式锁紧销
B64,CN104691771A,一种授油机主寻式飞机空中加油辅助装置
F16,CN203047536U,飞机空调车制冷系统舱内降温系统
F16,CN204300050U,一种飞机前缘缝翼支撑肋上的零件安装结构
B64,CN105217055A,飞机发动机智能安装车
B64,CN103192988A,飞船
F16,CN204323701U,一种分体式电磁阀
F16,CN1257572A,"分级阀门,尤其是在一个飞行器内的机舱排气阀门,和调节机舱压力的方法"
B60,CN1084127A,有足有翼车
B60,CN105365745A,安全带缓冲装置
B64,CN104627376A,飞机燃油输油顺序控制系统
F16,CN205203392U,一种组合式飞机吊舱悬挂接头
G08,CN103578299B,一种模拟航空器飞行过程的方法
B60,CN2056403U,轮式交通运输工具紧急刹车装置
B60,CN1109421A,刺扎不破的充气轮胎
F16,CN204437003U,一种上锁体防脱结构
G08,CN203299999U,用于飞机玻璃窗的敲击报警器
B64,CN204399465U,一种无尾飞翼多操纵面无人机
B64,CN104608921A,飞机机轮及助降方法
F16,CN204258183U,一种飞机电缆卡箍
B60,CN1810527A,飞机轮胎加强材料
B60,CN2467345Y,飞行汽车
B60,CN105539296A,解决运载工具后侧盲区视线、扩充宽度视线的方法及其后视镜片
B64,CN203698077U,飞机机翼运输车
F16,CN104019351B,一种活门注油嘴加油接头
F16,CN203162269U,新型飞机污水车真空安全阀
F16,CN102424106A,海用型无人机舱段间密封和监测机构
B64,CN101346278B,燃油箱阀
F16,CN203785765U,顶升式飞机称重转接器
G08,CN103188757A,基于分簇网络感知技术的火情趋势分析方法及系统
B60,CN2439978Y,安全带防护气囊
B60,CN200986800Y,广告椅套
B60,CN103754128A,一种牵引搬运车
F16,CN1170062C,靠体重驱动的人力交通工具
B64,CN101304900A,板条结构
G08,CN102222412B,一种引入空域容量的航路汇聚点布局优化方法
B60,CN101072304A,汽车摄像头媒体输入及视频旅游系统
B64,CN104494820A,油动四旋翼无人飞行器
F16,CN103318402A,用于飞机翼的密封组件
F16,CN203892441U,一种油针及带有该油针的起落架缓冲器
F16,CN203703442U,一种波纹管式球形接头
B64,CN104494835A,一种对称油箱均衡输油系统
F16,CN104590580A,一种设置在航空母舰甲板上的飞机轮胎夹紧固定装置
B64,CN204297059U,一种变翼飞机
B60,CN1059313A,悬挂式卫生箱
G08,CN105496405A,一种用于飞机上的弹簧式紧急报警方法
B60,CN103552536A,自动充气救生衣装置
F16,CN104487757A,用于诸如航空器之类的乘客运输工具上的氢的可移除存储
G08,CN105333900A,基于多旋翼平台的烟气监测系统及其方法
B60,CN203318372U,机车清洗机
B64,CN205022868U,一种水陆空三栖抗碰撞型飞行器
B64,CN104859489A,监测座位占用情况的装置
B60,CN101016036A,系列座卧两用交通工具及其座卧两用椅
G08,CN105427673A,具有改进态势感知的飞机监测
B60,CN2544976Y,一种内胎
G08,CN201229400Y,一种利用S模式应答机的飞机应答机着陆系统
B60,CN2452831Y,汽车挡风玻璃雨雪风刮器
G08,CN102103803A,一种机场终端区航空器的监控方法
G08,CN103761844A,一种基于北斗卫星导航定位的海上搜救系统
B60,CN1019469B,可变贮运罐体
F16,CN204437157U,一种能使飞机悬浮的空气弹簧
F16,CN203294315U,动力装置的支撑结构
B60,CN1064055A,防爆油箱
F16,CN104763843A,一种用于飞机环控系统管道安装及固定的专用卡箍
B64,CN204415719U,一种飞机机轮刹车装置的刹车壳体组件
F16,CN204357883U,航天安全锁定螺钉
B64,CN204802101U,一种凯夫拉材质的无人机机体
G08,CN101244766B,一种节能减排机场
B60,CN2350223Y,内减震式车轮
F16,CN103443480A,用于制造和使用自密封扣件的方法和设备
F16,CN104386265A,一种防作动筒扭转装置
F16,CN203892830U,一种航空飞行器用平板电脑固定支架结构
G08,CN101465064A,终端区飞行冲突解脱方法和系统
B60,CN2499292Y,挡车挡块
F16,CN104321572A,飞机厨房管道系统的紧凑型空气止动阀
B64,CN204109704U,机轮分解组合装置
G08,CN104252768A,用于飞机存储室的有害气体报警器
G08,CN202584450U,一种水上船舶通航安全预警系统
B60,CN104507746A,具有可移动视频监视器的乘客套间座位布局
G08,CN101405186B,基于高亮度发光二极管的目视助航设备
B64,CN104723240A,一种发泡铝飞机工艺装备卡板及其制造方法
G08,CN104753566A,一种用于飞机客舱内的通信系统
G08,CN104787024A,一种全电刹车的上电自检测方法
G08,CN102231655A,基于数据链的机场塔台信息通播服务装置及方法
F16,CN102691798A,接头密封系统
B60,CN103552535A,自动充气救生衣
B64,CN202158844U,一种实时监测飞机安全性的装置
F16,CN204420427U,一种飞机用真空弯管
B60,CN203358508U,一种用于交通工具上的防护装置
F16,CN204921647U,一种结构改良的吸盘挂钩
B60,CN1104352C,装有整架飞机的超高速海上气垫船
B60,CN205086728U,一种新型座椅
B64,CN101522509B,用于运输和储存物品的推车
F16,CN202529142U,海用型无人机舱段间密封和监测机构
G08,CN101377887A,航班延误统计方法及装置
F16,CN102378720B,特别用于飞机的锚固叉和包括该锚固叉的锚固系统
B64,CN101346278A,燃油箱阀
F16,CN204433026U,一种舱门收上到位和锁定检测装置
B60,CN104494815B,一种飞机防滑刹车系统落地保护方法
G08,CN100568134C,数码有线遥控智能小车
B64,CN104760695A,一种利用矢量旋转法来进行四旋翼飞机控制的方法
G08,CN103318418A,传感器设备和与传感器设备进行通信的方法
B60,CN1787936A,运送人员的军用汽车
F16,CN104691773A,使用配置软件部件的飞机配置和软件部件管理
G08,CN101534247A,配载信息处理方法、设备及系统
B60,CN202573851U,具有为飞机供电功能的电动车辆
F16,CN203189464U,沉头单面拉铆钉
G08,CN101156189A,用于辅助机场内飞机地面导航的方法和装置
B60,CN2294864Y,驾驶室(舱)前窗电动遮阳装置
F16,CN203757192U,机翼油箱压力加油管路中管接头与机翼肋板铆接结构
G08,CN102509476B,一种基于空管ATC系统监视数据的短期飞行冲突解脱方法
G08,CN104064057A,图像跟踪测量数据与雷达测量数据互补融合的实现方法
G08,CN101696956A,一种用于复合材料检测的便携式超声C扫描装置
B64,CN204640090U,飞机进气道辅助进气门通条拔具
F16,CN205244267U,钢球式离合器的机械换档机构
F16,CN104482280A,一种飞机气密舱的排水方法
B60,CN203463868U,一种复合防护罩
G08,CN100557659C,一种基于ADS－B的扩展飞机监视范围的方法和装置
G08,CN102243815A,一种扇区当量流量告警的实现方法
G08,CN102013175A,基于4D航迹和雷达数据的中期空中交通冲突探测方法
G08,CN103473958A,在地面操作期间显示避障信息的系统和方法
B60,CN2063895U,组合式轮胎拆装器
B64,CN204701766U,箭式垂直起降飞机
F16,CN104801935A,飞机铝合金异型座舱加工方法
B60,CN2114082U,万向稳定架
F16,CN203703441U,一种波纹管式万向接头
F16,CN105127669A,一种螺栓的安装方法、螺栓及承力构件组合件
B64,CN104494841A,复合电机组动力廻转索带牵引飞机弹射器
B64,CN104608919A,一种有引流槽的前缘缝翼及引流槽的设计方法
B64,CN204297065U,一种采用平板旋转桨叶推动装置的飞机
B60,CN2190038Y,气流冲击旋转式飞机轮胎
F16,CN204805365U,一种航空动力附件传动的转接装置
G08,CN100444213C,用于减少错误TAWS预警并通过着陆通道的方法和装置
B60,CN1392067A,声吸收物品和制作该物品的方法
B64,CN101066704A,飞机的供电装置
F16,CN104619590A,控制表面驱动组件
G08,CN103096745A,具有改进的安全特征的安全防护帽或头盔
B64,CN101028870A,数字化装配有空间复合角度定位器工装的方法
G08,CN103413464B,一种地形感知和告警系统及其中告警计算与输出控制的方法
B60,CN103538500A,交通安全座椅高矮调节装置
G08,CN101621463A,一种航班信息数据共享交换机及其处理方法
B64,CN102231959A,一种便携式桌子
B60,CN2051590U,多钢球齿轮式机械锁紧装置
B64,CN201371948Y,飞机发动机减震架
G08,CN101192350A,主动发射三维立体飞行信息的飞机防撞及导航系统和方法
B64,CN202115408U,飞机食品车专用接机车箱及飞机食品车
F16,CN203770501U,电磁悬浮式动态缓冲减震器
B60,CN104539905A,电力无人直升机可见光精确检测系统
F16,CN204003915U,一种组合插入式垫片
G08,CN101698127B,一种可变形的游戏遥控器
F16,CN202991995U,起落架缓冲器活门涨圈组合件
G08,CN204680221U,机场无源监视系统以及空中交通管理系统
B60,CN103171467A,胸抱式汽车飞机安全座椅
F16,CN103256432A,夹持块组件以及具有该夹持块组件的飞机
B60,CN1053622C,具有改进胎面冠顶加强结构的偏置轮胎
G08,CN103019216B,飞行环境监视系统综合监控方法
B60,CN103241094A,无杆飞机牵引车的自动调平系统
B60,CN203819229U,一种气垫浮游装置
B64,CN105416607A,一种航母舰载机的海水弹射装置
B64,CN1822951A,具有功能化安全性的窗玻璃
F16,CN2630565Y,机载电子设备用隔振器
G08,CN102333676A,在飞机中的用于多个人员的照明装置
B64,CN104743122A,一种飞机客舱下拉式行李箱
G08,CN103514759A,交通信息显示装置以及交通信息显示方法
B64,CN103264626A,电动陆空两用直升飞机
B60,CN1055049C,大型异形铸型尼龙燃油箱制造方法
B64,CN204473145U,一种隐藏式椅腿锁
G08,CN103390355A,一种基于A-SMGCS系统的滑行道冲突检测方法
B64,CN101428689B,缓冲相对运动的能量吸收器装置
F16,CN1032080C,爬墙手(脚)
F16,CN105570248A,直立套管
F16,CN105202231A,一种飞机用金属密封快卸式单向阀
B60,CN103770588A,铰接车辆之间过渡部的和飞机登机桥或舷梯的折棚
B60,CN1245120A,飞碟型水陆空三栖航行器构造运行及操作方法
G08,CN202549080U,一种雷达数据、飞行计划数据与ADS-B数据融合系统
B60,CN1307992A,安全带防暴力装置
B64,CN204310029U,一种可纵横变向飞行的飞机
F16,CN104791338A,一种快速拆装的紧固螺栓结构
B64,CN102050106B,配装有机电致动器的飞机制动器的电源结构
B60,CN103213506A,一种用于飞机电刹车双Y型无刷直流电机的控制方法
B64,CN204660028U,一种双发动机的自转旋翼飞机
B60,CN100441482C,飞机座椅和座椅结构
G08,CN102934151A,带有警示抑制的TAWS
F16,CN105682905A,具有泡沫芯的夹芯构造类型的型材的连续制造和硬质泡沫填充的型材
B60,CN1076558A,汽车电器自动保护器
G08,CN103701488B,具有1090兆赫扩展电文的广播式自动相关监视能力的S模式应答机
B64,CN101428689A,自动地适应于其支承的重量的能量吸收器装置
B64,CN105416591A,一种双层飞机蒙皮热交换器
F16,CN2653254Y,旁通溢流阀
F16,CN204527619U,一种多功能集成钩环锁
F16,CN105626875A,水上起降飞机水密舱排水阀
F16,CN103291778B,一种双操纵飞机操纵系统的解脱机构
B60,CN2708444Y,一种可用于大巴车、铁路客车及飞机的网络化的影音系统
B64,CN100509560C,机翼调节
B60,CN1444527A,具有由芳香尼龙纤维制成的保护胎冠帘布层的轮胎
G08,CN105513433A,一种基于无人机机载系统的地面控制站
B60,CN203372013U,防爆汽车轮胎内支撑装置
B64,CN203570864U,定锥盘平面键槽与动锥盘组合式滑滚动键结构
B64,CN104669963A,可伸缩及前后转动的直升起降三用一体飞机
F16,CN204420435U,一种新型航空真空弯头
B60,CN2680521Y,不紧贴身式安全带
F16,CN103038538A,用于飞机起落架的液压摆振阻尼器
B60,CN1767962A,两栖车辆悬架
G08,CN102099843A,航空机的识别方法、使用该方法的航空机噪音测定方法以及信号判定方法、航空机的识别装置
G08,CN105395190A,一种基于多参数检测的机长状态报警方法
B60,CN1327921A,交通运输工具行驶效率实时指示方法及其装置
B64,CN204489203U,一种易用的飞机接地装置
B64,CN104859843A,用于主动空气流控制的等离子体辅助合成射流
B64,CN104417756A,飞机乘客座椅
G08,CN102231243B,用于推选航前离场方式的数据处理系统及方法
G08,CN101692315A,基于实时雷达数据的高精度4D飞机航迹分析方法
F16,CN203230734U,一种飞机用轴承衬套
B60,CN2227048Y,载人仓体内桁架式卧、座铺
B64,CN101626952B,"用于支持飞机机身结构和/或用于固定部件的装置,特别是连杆"
B60,CN203438789U,一种轮胎压床
B64,CN103121194B,一种用于拼接大型机翼壁板的定位夹具及定位方法
B64,CN204547630U,一种海陆空三栖飞机
B64,CN204776050U,一种飞机传感器保护罩固定装置
F16,CN104455870A,一种气流方向可调节的空气喷管装置
B60,CN2717751Y,一种新型座垫套
B60,CN1668491A,用于汽车和飞机的自适应充气座垫和靠垫
F16,CN1259194A,变换飞机刹车组件的方法
G08,CN104802999A,用于图形化显示闯入者错误气压的系统和方法
F16,CN102200165B,带有用于航空器的双路冷却的径向轴承
B64,CN204489181U,可变电机角度四轴垂直起降固定翼复合无人机
F16,CN1400410A,非密封机械连接的密封方法
B60,CN203805801U,基于通用OLED曲面的行驶环境显示及控制系统
G08,CN2064322U,汽车酒敏防盗控制器
F16,CN1291174C,狭缝定向流制备飞机炭刹车盘的方法
G08,CN201549062U,杆塔远程无线探测器
B60,CN103847959A,基于飞轮储能的飞机制动能量回收系统
F16,CN203463834U,一种飞机用液压转动接头
B64,CN204415713U,一种超轻型直升飞机同步脚蹬
G08,CN102385072B,一种应用于空降空投的气象引导方法以及系统
B64,CN101492097B,飞机旅客登机桥的数据和能量传输系统
G08,CN104183159B,一种基于有向元胞自动机空中导航及冲突解脱方法
B64,CN104709465A,一种水陆空三栖抗碰撞型飞行器技术方案和实施方法
B60,CN105480034A,一种轮胎自动分解机
B64,CN104443360A,一种变距螺旋桨
B60,CN200977833Y,免充气防爆轮胎
B64,CN204623852U,乘行三轮无杆飞机牵引车
B60,CN2792839Y,多子胎自补防爆轮胎
B64,CN2556078Y,一种车载大屏幕安全翻转支撑装置
F16,CN204784106U,一种限制拧紧力矩的防松垫圈
B60,CN103863296A,一种气垫浮游装置
B64,CN204452951U,一种电磁弹射器导轨机构
B60,CN203952992U,储光杯座
G08,CN105279943A,一种基于嵌入式PAC的飞机模拟器数据采集系统
G08,CN103167405A,一种到站提醒方法及电子设备
B60,CN2142799Y,无挥发、无氧化、封闭式燃料液箱
G08,CN101665128A,用于高压输电线路检测的机器人
F16,CN105545940A,一种球头关节接头安装方法
F16,CN105378336A,将齿轮链并入涡轮机齿轮箱的小齿轮壁中
G08,CN101533569B,支持航空器四维时空信息的飞行动态监视方法
B64,CN103522228B,定位压紧器
B64,CN101784439A,改进的飞机驾驶舱
G08,CN103514759B,交通信息显示装置以及交通信息显示方法
B60,CN1699085A,一种汽飞车
B64,CN105658476A,用于运载工具乘员的腿约束装置
B60,CN1174520A,处理大气的方法和设备
B60,CN2089432U,安全带
F16,CN201045078Y,飞机蓄电瓶安装间隙调节机构
G08,CN104802992A,悬拖挂载式飞天航母
B60,CN204507249U,应用于飞机起落架故障应急救援装置的抱锁机构
F16,CN204729876U,飞机加油溢流阀的安装结构
G08,CN105559774A,基于多参数检测的机长状态报警系统
B64,CN105051124A,用于制造用于飞机的逃生路径标志的方法以及这种逃生路径标志
G08,CN100561542C,一种Petri网的链式航班延误预警装置及其处理方法
G08,CN101017190A,高压输电线检修方法及故障检测装置
G08,CN104007451A,遇难位置记录报告装置
B64,CN1668503A,拦阻网
F16,CN204341391U,无人机主轮刹车机构
B64,CN104608920A,具有余度结构的电传护板作动筒及余度实现方法
G08,CN103377566A,用于识别与候机口上飞机的停机处有关的飞机的方法
F16,CN104676177A,一种新型航空真空弯头
F16,CN105650190A,起落架缓冲支柱内腔充油装置
F16,CN103697266A,一种波纹管式球形接头
G08,CN102270371A,烟雾侦测系统
B64,CN202244115U,高压力飞机空调车
B60,CN2578183Y,汽车方向盘气囊锁
G08,CN102721976B,无线遥测移动式地震观测仪器
B64,CN2530836Y,自动清理积雪车
G08,CN105676249A,一种基于4G/3G/BDS的通航飞机通信导航监视系统及方法
B64,CN104590568A,长航时混合动力无人机
B60,CN203246367U,一种多功能的机场高空作业车底盘
F16,CN1381679A,磁悬浮轴承
G08,CN105531748A,降落判断辅助系统、降落判断辅助方法以及降落判断辅助程序
F16,CN104265745A,一种用于飞机口盖的高强度快卸紧固件
B64,CN104743101A,通航飞机起落架收放系统
B64,CN103612759A,一种在稻田上的低空中直播水稻种子的太阳能无人飞机
B64,CN101626952A,用于支持飞机机身结构和/或用于固定部件的装置，特别是连杆
B60,CN104175941A,一种直升飞机运输车
F16,CN104976207A,一种定心螺栓及用该定心螺栓在飞机口框上硫化的方法
B64,CN101992699A,太阳能无人飞船
G08,CN102333676B,在飞机中的用于多个人员的照明装置
G08,CN203849825U,一种采用烟雾气体传感的吸气式飞机货舱火灾探测器
B60,CN204161136U,一种电动车
B64,CN103791192A,用于固定双层蒙皮管道的连接器和获得的组件
F16,CN1448896A,按照消光原理的光学烟感报警器及其应用
B64,CN104773301A,舰载机蒸汽弹射器
B60,CN2855789Y,飞机汽车爆胎安全防护装置
B64,CN103434412A,一种光电互补交通运输工具
B60,CN100482484C,竖向平移式空间多连杆独立悬架
G08,CN1300413A,机场信息自动发信装置
F16,CN1098171A,一种开口螺丝紧固方法及专用顶针螺丝组件
B60,CN1887616A,多功能交通工具
B60,CN2856214Y,集便器排泄球阀
F16,CN203348787U,一种双密封结构的燃油导管法兰连接装置
G08,CN105639954A,智能箱包
F16,CN204279054U,一种油箱防晃隔板
B64,CN204124006U,定位型飞机餐板
B60,CN1974169B,塑料复合制品
G08,CN1752396A,门窗的识别系统
B60,CN204196744U,一种新型多功能车座套
B64,CN100363234C,拦阻网
F16,CN103821846B,一种小型飞机的制动系统
B64,CN105109380A,可水平旋转的飞机座椅扶手
G08,CN101465066B,飞机垂直占有率的获取方法
B60,CN201692547U,一种安全保护装置
G08,CN1799886A,冲气式飞船制造方法
G08,CN102165711A,带有通过电磁感应的数据传输和能量传输的可封闭的设备
G08,CN201769731U,机场机务综合保障车
F16,CN1164689C,用于飞机碳/碳刹车盘防氧化涂层及其涂覆工艺
F16,CN104279415A,旋转式电子显示适配器
F16,CN203189910U,一种飞机液压隔板接头
B60,CN202242807U,一种组合式内胎
G08,CN105185165A,用于显示所需导航性能参数的方法和系统
G08,CN103413465A,一种机载防撞与近地告警监视系统及监视方法
B64,CN204323677U,一种螺旋桨拉力方向实时调节装置
B60,CN1718480A,气囊式安全带
B64,CN204606222U,用于飞机上面的密封连接机构
B64,CN101443236B,改进的座椅
F16,CN103661345A,飞机电刹车装置的作动器
B64,CN104494812A,一种具有可倾转轴螺旋桨的固定翼飞行器装置
F16,CN102815406A,线密封开口汽缸单向蒸汽弹射器
B60,CN2123446U,低阻力防损伤耐用复合充气轮胎
G08,CN101477749B,过渡航路网络的建立方法
G08,CN102682541A,高压输电线警示器
B60,CN103573944A,多级双倍速平行往复运动机构
B60,CN1136111C,气垫船
B60,CN204210337U,驾驶员防疲劳安全靠椅
B60,CN204606237U,移动式液压系统综合保障装置
F16,CN104265745B,一种用于飞机口盖的高强度快卸紧固件
B64,CN1064455A,电磁驱动飞行器原理
G08,CN101944295B,一种无人机起落航线编排方法
B64,CN101492097B,飞机旅客登机桥的数据和能量传输系统
B64,CN204548512U,一种新型太阳能飞机
B60,CN103241150A,可坐可靠随意变形的客舱车厢座椅
F16,CN2202823Y,一种新型自锁螺母
G08,CN103927838B,一种烟雾热成像火灾自动定位探测系统及方法
F16,CN103195852A,一种机械最优化的液体惯性减振器和飞行器塔式系统
B64,CN102069913A,利用增加额外的水分子数量来提高螺旋桨和喷气式发动机动力的方法
B64,CN104773288A,一种滑橇式起落架轮载信号装置
B64,CN2617377Y,立式车载光电子空气净化器
G08,CN103578298A,显示飞行计划的方法
G08,CN102831788A,用于改进预测路径显示输出的系统和方法
B64,CN204547999U,前格栅及应用该前格栅的轻型客车
G08,CN104881994A,综合交通网络客运交通方式节点换乘阻抗确定方法
B64,CN2480199Y,无拖杆牵引车抱轮机构的安全门锁装置
B64,CN102259706B,飞机集装升降平台车
B60,CN1856654A,立体涡流的制造方法、制造设备及立体涡流飞行器
B60,CN100431871C,飞机货物载运装置和输送货物进出飞机货舱的方法
B60,CN1771149A,运输工具的卧铺座位
F16,CN103343796A,一种用于便携式设备的动力系统及实现方法
B60,CN2589284Y,出租车内广告媒体
G08,CN202193050U,一种新型的防碰撞系统
G08,CN105070105A,一种低空飞行器动态监视系统
F16,CN204606197U,一种快卸钉固定口盖密封装置
G08,CN103188757B,基于分簇网络感知技术的火情趋势分析方法及系统
F16,CN1457936A,飞机炭刹车盘抗氧化复合涂层及其制备方法
G08,CN102436764A,通过历史数据挖掘航班管制因素的方法
F16,CN201737162U,蜗轮蜗杆回转支承台
F16,CN203627954U,一种机械式通气活门
B64,CN105000167A,折叠机翼陆空两用飞行器
B60,CN2651147Y,房屋形轮档
G08,CN202632441U,电力铁塔警示器
F16,CN104653666A,用于修复和使用具有螺柱的后定子型制动盘的方法
G08,CN1618088A,飞机安全摄像机系统
F16,CN204152933U,螺栓罩
B60,CN1586929A,安全轮
B60,CN204055707U,一种飞机上带有报警器或显示灯的安全带装置
B60,CN1287067A,飞机、汽车安全侧撞气囊帘
B64,CN104760703A,一种冲压发动机冷却机构
G08,CN101918980A,跑道监视系统和方法
B60,CN1464209A,一种实现直线/旋转运动互换的方法与装置
G08,CN105374213A,城市交通远程动态监控系统
F16,CN204433080U,一种双层折叠式飞机牵引杆杆身结构
