IPCNum,id,title
F16,CN103603926A,一种飞机舱门开闭传动机构的减速装置
B64,CN204279930U,一种机械式起落架顺序控制作动装置
B64,CN104787313A,减震组件
F16,CN103968107A,一种飞机货舱灭火系统状态的转换控制阀
F16,CN2355197Y,塑料单壁打孔波纹管
B60,CN203819058U,一种牵引搬运车
G08,CN202193050U,一种新型的防碰撞系统
F16,CN204152933U,螺栓罩
G08,CN105000158A,含长直线或近长直线高效行程轨迹的反动翼驱动方法及其相关工具系统
B64,CN102341306A,座椅布置、座椅单元、托盘桌以及座椅系统
B64,CN204415712U,固定翼空气动力减速机构
B64,CN102059549B,基于四个数控定位器的飞机发动机调姿安装系统及使用方法
F16,CN105526215A,一种杆端接头及其装配方法
G08,CN1956680A,生物信息检测装置
B60,CN204726658U,一种飞机数字化全电刹车系统
B60,CN101142113B,采用电力制动器控制可旋转部件运动的技术
F16,CN103661345B,飞机电刹车装置的作动器
F16,CN1985082B,改进的二冲程对置活塞式内燃机
F16,CN104791338A,一种快速拆装的紧固螺栓结构
G08,CN102073846A,基于航拍图像的交通信息获取方法
F16,CN101522509B,用于运输和储存物品的推车
B64,CN104477408A,自调式无人机推力线测量调整方法
F16,CN104279415A,旋转式电子显示适配器
B60,CN203438969U,一种移动防撞系统
G08,CN101790248B,微型无人机群自治管理数据链路
B60,CN104743115A,具有升力的空心管及其应用
F16,CN104676176A,一种飞机用真空弯管
B60,CN204279163U,一种置于交通座椅靠背的双桌面折叠桌
F16,CN104500670A,飞机电刹车用内循环滚珠丝杠组件
G08,CN100474354C,用于辅助机场内飞机地面导航的方法和装置
B60,CN105225508A,路况提示方法及装置
G08,CN103927838B,一种烟雾热成像火灾自动定位探测系统及方法
F16,CN104019351B,一种活门注油嘴加油接头
G08,CN105096663A,一种自动起飞和进近参考系统和方法
B64,CN204433026U,一种舱门收上到位和锁定检测装置
B60,CN103395491A,可开缝涵道螺旋桨系统以及运用该系统的飞行汽车
G08,CN103916549A,120呼救系统设计方法及急救呼叫系统装置
B64,CN204473121U,一种多旋翼无人机电机座
G08,CN203770572U,改变目标装置运动速度的变速装置及冲撞试验装置
F16,CN203892788U,航空用防止阻塞的飞机连接输送管
B60,CN1301643A,发动机上配同步发电机的多功能机动车
G08,CN101483490A,使用于大众运输系统的目的地提示系统
B64,CN1197752A,超小型多功能旋柱飞机
G08,CN204846386U,一种飞行仪表综合显控器
G08,CN101576816A,符合DOD雷达数据处理要求的二进制数据格式转换方法
B64,CN105263803A,扶手装置
B60,CN105682977A,所有电动/电力车辆
B60,CN203819229U,一种气垫浮游装置
B64,CN102069711B,锁档装置
B64,CN202573851U,具有为飞机供电功能的电动车辆
F16,CN2302159Y,绝热板
B60,CN2063895U,组合式轮胎拆装器
B60,CN203497180U,一种飞机座椅安全带报警装置
B60,CN105620424A,一种带有雨量信号的飞机风挡雨刷系统
B60,CN103213466B,飞行车轮系统以及运用飞行车轮系统的飞行车
B60,CN2868735Y,一种免充气防爆轮胎
B60,CN1668491A,用于汽车和飞机的自适应充气座垫和靠垫
F16,CN105127669A,一种螺栓的安装方法、螺栓及承力构件组合件
B60,CN2803776Y,新型免充气轮胎
G08,CN204807135U,微型无人机机载车辆尾气检测系统
F16,CN101687545B,用于飞机起落架的减震器
B60,CN105058932A,一种表面装饰材料
B60,CN103318154B,用于飞机的机电式制动系统
F16,CN104554713A,一种可大幅度减阻的减阻外套
G08,CN102737525B,一种直升机地形感知与告警系统告警包线生成方法
B64,CN102513950A,一种飞机框型架类框缘定位器
G08,CN1299499A,从移动设施到远端站的诊断消息的遥测
G08,CN101743576A,客运交通工具乘客量的申报/验证
B64,CN105329435A,一种管式超轻型直升飞机的机架
B64,CN104494820A,油动四旋翼无人飞行器
G08,CN202230615U,一种用于机载防撞系统的接口适配电路
B60,CN204383396U,座椅防滑面料结构
F16,CN103322152A,动力杠杆双力增能装置
F16,CN103671564A,推力磁悬浮轴承直升机悬挂系统
G08,CN104183098A,一种反劫持系统与方法
B64,CN203410308U,双向双马达液压行走驱动装置及应用该装置的飞机牵引车
F16,CN204420435U,一种新型航空真空弯头
F16,CN104100667B,一种单体圆柱形多向等刚度全金属减振器
B60,CN2717751Y,一种新型座垫套
F16,CN1164689C,用于飞机碳/碳刹车盘防氧化涂层及其涂覆工艺
G08,CN101372261A,地面车辆应答机
B64,CN104608935A,一种飞机航模
B64,CN102802867B,用于在空间上定向至少两个子组件部件的装置和方法
F16,CN2597237Y,运输工具的能源再生装置
B64,CN100443371C,机翼的安装
B64,CN204568065U,长航时混合动力无人机
F16,CN104482089A,一种飞机标准件弹簧计算方法
F16,CN204341407U,一种小型飞机整体油箱检查口盖密封装置
B64,CN2392060Y,塑料双壁打孔波纹管
B64,CN204507249U,应用于飞机起落架故障应急救援装置的抱锁机构
B60,CN2512655Y,分离式多座位汽车座套
B60,CN2421199Y,安全座椅
B64,CN204109703U,一种飞机轮胎拆装装置
G08,CN101171495B,在进场着陆的阶段对飞机飞行驾驶辅助的方法和装置
B64,CN103612759A,一种在稻田上的低空中直播水稻种子的太阳能无人飞机
B60,CN104565234A,二十速变速器
B64,CN104773287A,一种飞机液压刹车系统
G08,CN104955728A,用于飞机出入口的光学观察设备
G08,CN103703498A,用于防止高度变化操作期间飞机的机载防碰撞系统发出警报的方法和系统
G08,CN105559774A,基于多参数检测的机长状态报警系统
B60,CN200977876Y,系列座卧两用交通工具及其座卧两用椅
B64,CN201745408U,双动力飞机空调车
F16,CN1186129C,飞机碳刹车盘抗氧化复合涂层及其制备方法
G08,CN104973239A,用于操纵飞机机舱门的方法及其所用的致动器
B60,CN2512656Y,汽车座椅套
B60,CN104859843A,用于主动空气流控制的等离子体辅助合成射流
F16,CN204452953U,一种飞行器起落架三叉胶粘压紧装置
B64,CN102430993A,柔性装配工装
G08,CN203299999U,用于飞机玻璃窗的敲击报警器
B64,CN204473145U,一种隐藏式椅腿锁
B60,CN103707870B,一种飞机电刹车作动器的活塞位置的获取和保护方法
G08,CN102682541A,高压输电线警示器
B64,CN102050106B,配装有机电致动器的飞机制动器的电源结构
B64,CN102934151A,带有警示抑制的TAWS
G08,CN103985214A,基于CCD与RFID电子标签的飞机防护系统
B60,CN2614978Y,编织式汽车组合座垫
G08,CN101996501A,一种面向航班延误的新解决方法
B64,CN104443429A,一种挂梁式机翼活动部件中立位置卡板结构
F16,CN100482484C,竖向平移式空间多连杆独立悬架
G08,CN202285148U,基于TCAS系统的区域空域管理监视系统
B64,CN104670493A,一种直升飞机螺旋桨高速刹车定位装置
G08,CN105395190A,一种基于多参数检测的机长状态报警方法
B60,CN1787936B,运送人员的军用汽车
B64,CN204606671U,防抖软体药箱
F16,CN104676177A,一种新型航空真空弯头
G08,CN101665128B,用于高压输电线路检测的机器人
B60,CN200945896Y,电动自行车
B60,CN203496826U,一种自动充气救生衣
B64,CN102381482A,太阳能航拍飞机
B60,CN100436190C,用于汽车和飞机的自适应充气座垫和靠垫
G08,CN101405186A,基于高亮度发光二极管的目视助航设备
B60,CN2537579Y,蜂窝形不充气内轮胎
F16,CN103144624B,一种飞机刹车控制阀
G08,CN103318418A,传感器设备和与传感器设备进行通信的方法
B60,CN2651147Y,房屋形轮档
B64,CN1980817A,绝缘方法
B64,CN104670447A,带高效短距滑行或垂直起降飞机装置的航母、舰船、水陆喷气跑道
B60,CN1354331A,运载机械机造气功节能兼保险传动机构
G08,CN100561542C,一种Petri网的链式航班延误预警装置及其处理方法
G08,CN105496405A,一种用于飞机上的弹簧式紧急报警方法
B64,CN204473140U,新型垂直起降倾转旋翼二轴飞行器
B64,CN104590568A,长航时混合动力无人机
B64,CN103264626B,电动陆空两用直升飞机
B64,CN204368433U,一种基于SMA驱动的机翼除冰装置
F16,CN103072697A,用于飞机引擎底座的具有反馈和前馈控制的主动消振和振动隔离
B64,CN103223938A,一种用于飞机电刹车无刷直流电机的灰色滑模控制方法
F16,CN105626738A,飞机起落架混合减震方法
F16,CN104527987A,一种飞机主油箱保压通气系统
B60,CN103057700A,叶轮翼飞机
B64,CN102056778B,具有用于控制设置在飞机制动器上的电动机械致动器的推动器的锁定件的装置的电气制动回路
G08,CN1889146A,机场车辆防撞安全系统及其实现方法
F16,CN1199017C,无泄漏的气压式调节器
B64,CN203051359U,一种组合定位销
B64,CN204296524U,防洒型飞机餐板
G08,CN103761844A,一种基于北斗卫星导航定位的海上搜救系统
F16,CN204003906U,一种密封自锁螺母组件
F16,CN103052824A,盘式制动器的双向制动方法及其制动机构与应用
B64,CN204660028U,一种双发动机的自转旋翼飞机
F16,CN1125824A,人力圆周双向驱动齿轮变速器
B64,CN104760689A,用于飞机的起落架
B64,CN205293101U,一种飞机
G08,CN103354041B,一种民用飞机地形感知与告警系统模式四告警包线生成方法
G08,CN105556248A,用于飞机的地面制动警报
G08,CN104376744A,用于提供指示所需到达时间的显示的显示系统和方法
F16,CN203036104U,飞机用玻璃钢复材通风零件
G08,CN101710452A,编队飞行模式控制方法及装置
G08,CN102682540A,电力铁塔警示器
B60,CN105050848A,低能量核热电系统
B60,CN2123446U,低阻力防损伤耐用复合充气轮胎
F16,CN203703442U,一种波纹管式球形接头
B64,CN103979080A,多轴式平衡装置
B60,CN204109704U,机轮分解组合装置
G08,CN1926414A,防窃启货箱
B60,CN101312851A,座位附件
G08,CN103136967A,用于控制航运系统运行的系统和方法
F16,CN203336187U,一种用于地板斜面加载装置固定的限位器
B64,CN204551304U,一种航空安全拦阻跑道
B60,CN103770588A,铰接车辆之间过渡部的和飞机登机桥或舷梯的折棚
B64,CN205298189U,一种无键连接传递扭矩结构
B64,CN102822055B,座椅、腿支架机构及其操作方法
B60,CN2128598Y,挡风玻璃双面刮水器
G08,CN102013175A,基于4D航迹和雷达数据的中期空中交通冲突探测方法
G08,CN105094074A,基于节电的监控设备及相关软件
B64,CN105438486A,一种机身尾部保护系统
G08,CN101201978A,基于实时雷达和飞行情报的短期空中交通流量预测方法
F16,CN102165711A,带有通过电磁感应的数据传输和能量传输的可封闭的设备
B64,CN105539861A,一种根据气压差进气的活门装置
F16,CN204355268U,一种直升机垂直尾翼整流罩
F16,CN103954340B,顶升式飞机称重转接器
B60,CN105291924A,载人运输工具的卧铺结构
B64,CN104648670A,偏心轮推拉滑动框作往复直线运动、飘逸翼膜扑翼飞机
G08,CN102930748A,通过ACARS数据链监视飞机状态的方法
B60,CN100482480C,飞机轮胎
G08,CN204010256U,飞机跑道上飞机状态的检测报警系统
B60,CN1760540A,风力驱动助推法
G08,CN101533569A,支持航空器四维时空信息的飞行动态监视方法
G08,CN1996419A,变深度声纳浮标探测阵列
F16,CN101132754A,具有震动装置的用于改善供血的坐具或卧具
G08,CN1417591A,联合雷达/自动回报监视环境中的航迹资料融合处理方法
B64,CN204368431U,一种应用于航模飞机的空投吊舱装置
B60,CN101000032A,风力、水力多功能发电机
G08,CN101572016B,提供航班运行数据的方法及系统
F16,CN2466421Y,主动轴摆动变为被动轴单向旋转的传动机构
B60,CN205273316U,解决运载工具后侧盲区视线、扩充宽度视线的后视镜片
F16,CN102459986A,限流器和限流器在飞机空调系统的空气分配系统中的应用
B60,CN101311007A,多子胎自补防爆轮胎
F16,CN203926914U,一种具有温度调节功能的空气混合分配装置
B64,CN103447988B,自适应柔性托扶定位机构
B60,CN104691259A,折叠式两轮飞行器
G08,CN101004861A,机场场面移动目标监视系统
F16,CN2431440Y,粘结翻修的飞机碳刹车盘
G08,CN1870060A,紧急疏散导引系统
B60,CN100513465C,飞机轮胎
F16,CN204291244U,电力无人直升机可见光精确检测系统
G08,CN203282981U,一种智能化飞机轮胎压力检测仪
B60,CN1064055A,防爆油箱
B64,CN104973244A,用于旋翼飞行器的旋翼臂组件及其装配方法
F16,CN105626746A,震动衰减器
G08,CN103473958A,在地面操作期间显示避障信息的系统和方法
B64,CN204587305U,多功能可折叠式八旋翼电动无人机
B60,CN2722913Y,一种公共场所空调系统用紫外线空气消毒装置
F16,CN2584925Y,复合材料迭片式挠性缓冲万向节
B60,CN1300686A,车载语言复读机
B60,CN104828260A,一种三段式空间运载系统
G08,CN203931069U,一种用于飞机货舱特殊环境的复合火灾探测器
B64,CN105378340A,旋转促动器
B60,CN1640731A,不紧贴身式安全带
B60,CN2813381Y,除雾护玻刷
B60,CN204586474U,电动飞机牵引车抽屉装置
B64,CN103373476A,飞机机翼壁板形面检测加工的柔性工装及检测加工方法
B64,CN100404373C,用于飞机的高架行李存放箱
B64,CN104590549A,一种预防飞机空中失控撞山冲海的装置
B64,CN105398580A,飞机弹射装置
G08,CN103208206A,一种适用于地形约束条件下的无人机起落航线编排方法
F16,CN2516751Y,螺旋减速器
B60,CN205013548U,利用空气浮力触发的物体坠落减速系统
B64,CN102490560A,一种能垂直起降汽车飞机
B60,CN103786704A,飞机非相似余度刹车系统及其控制方法
G08,CN201549062U,杆塔远程无线探测器
B60,CN103619647A,具有弹性枢轴的运动座椅
F16,CN105570372A,二级阻尼能量吸收方法
B60,CN2631826Y,高矮可调的肩抱式交通安全椅
F16,CN105605083A,飞机连接件的连接器
F16,CN205207661U,一种油箱油口密封结构
F16,CN101121401A,导入介质降温式刹车装置
F16,CN104760686A,包括带封闭柔性榫舌的槽的空气动力轮廓的空气喷射装置
G08,CN205029774U,一种基于BDS／GPS的无人机值守定位监测系统
B64,CN104973249A,带有可抛放的隐形外壳的执行器
F16,CN204527609U,一种蜂窝夹层结构
B60,CN2196083Y,一种使飞机轮胎自动旋转的叶片
B64,CN104590547A,一种半转桨叶飞机
B60,CN103434412A,一种光电互补交通运输工具
F16,CN102378720A,特别用于飞机的锚固叉和包括该锚固叉的锚固系统
B60,CN103661335A,双信号数字电传防滑刹车系统
B60,CN204037416U,一种直升飞机运输车
G08,CN102183323A,固定元件检测系统
G08,CN103791056A,改变目标装置运动速度的变速装置及冲撞试验装置
G08,CN103413462A,一种综合考虑空域拥堵和航班延误的空中交通网络流量优化方法
B64,CN203948411U,一种用于飞机可分离对接结构锁紧的分体式锁紧销
F16,CN105565837A,一种碳陶复合材料的制备方法及其应用
B64,CN105405322A,在要求的到达时间操作期间管理速度约束的系统和方法
B60,CN1533458A,天然和/或合成纤维的扁平针刺法无纺布
F16,CN1068878A,扭力平衡弹簧
F16,CN204607488U,水平自适应调位的三脚架千斤顶
B60,CN1040713C,一种包含PTC保护器件的电气配线系统
G08,CN102439646A,轨迹跟踪飞行控制器
B64,CN204297060U,一种民用无人机尾翼拉杆结构
B60,CN103522858A,一种飞行客车
B64,CN203558209U,一种在稻田上的低空中直播水稻种子的太阳能无人飞机
G08,CN102881188B,一种广播式自动相关监视目标的航迹建立方法
B60,CN104986154A,一种刹车阀组合体
F16,CN204175730U,一种双面胶装托板游动自锁螺母连接组件
G08,CN100470595C,周界全天候防范系统
F16,CN101346278A,燃油箱阀
G08,CN101609589A,多频图像火灾探测系统
B60,CN1818174B,折棚的织物层
F16,CN204004134U,一种单腔油气式大功量起落架缓冲器
B64,CN104760000A,一种机床立柱式柔性工装
B64,CN100415603C,餐饮配送装置和向柜式餐饮配送模块充填餐饮制品的方法
B60,CN1136111C,气垫船
B60,CN104670482A,蜗轮蜗杆式飞机电刹车系统及工作方法
G08,CN104973255A,利用辅助功率系统马力提取信息的优化发动机控制
G08,CN102063804B,TCAS与S模式应答机的收发电路的集成方法
B64,CN102934151B,带有警示抑制的TAWS
F16,CN202175201U,一种新型制动系统的四轮转向及驱动的飞机牵引车
F16,CN104160187A,具有加压囊式弹簧的弹性密封件
F16,CN1145459A,液气减振器
B60,CN100484779C,飞机轮胎加强材料
B64,CN204606230U,一种可拆卸的无人机弹射装置
F16,CN201161716Y,飞机污水车污水软管槽
B64,CN1044265A,飞机挡风板
G08,CN102044171B,一种飞行信息屏幕跟踪显示装置及方法
B60,CN2732506Y,可随意改变物体外部颜色的装置
F16,CN104254659A,用于容纳物体的装置和包括所述装置的运输工具
G08,CN101272935B,用于对机动客舱中的声音和振动舒适度进行优化的方法
B60,CN2825332Y,一种模型飞机或车辆用的轮胎
B60,CN1406797A,"车辆紧急制动,快速安全停车装置"
B60,CN203766562U,座椅用坐卧动作机构及使用该机构的座椅
B64,CN205203369U,一种飞机用升降舵连接结构及具有其的飞机
F16,CN103591350B,一种用于飞机除冰液的先导型溢流阀
G08,CN102721976A,无线遥测移动式地震观测仪器
F16,CN203703479U,一种压力平衡型管路补偿器
B64,CN203567935U,一种地效飞行喷药机
F16,CN105564228A,一种电磁发电机、发动机的汽车
F16,CN104712716A,中分正反转水源风源隔(双)层齿轮加速发电装置
F16,CN1259194A,变换飞机刹车组件的方法
B64,CN104875878A,带有容置于引擎机舱内的主起落架的飞机
B64,CN103121194B,一种用于拼接大型机翼壁板的定位夹具及定位方法
G08,CN1262846C,航迹资料融合处理方法
F16,CN1068878A,扭力平衡弹簧
B60,CN2860916Y,飞机除冰车行走动力装置
G08,CN204129896U,一种用于飞机发动机的火警预警装置
G08,CN104464385A,基于无线传感器网络的机场停机位检测系统及检测方法
B64,CN201590140U,一种独立性烟感报警器
G08,CN104527970A,一种分布式大型飞机襟翼控制计算机系统
F16,CN204300386U,水上起降飞机水密舱排水阀
F16,CN104960661A,用于飞机的具有停机阻挡的机电制动致动器
B60,CN1693102A,一种基于机翼增升技术的三栖飞行汽车
F16,CN201080977Y,飞机起落架制动刹车盘副
B64,CN204729624U,一种用于飞机发动机的油封设备
B64,CN103967881A,飞机内饰件的连接装置
G08,CN104769618A,确定运输工具的实时延迟
F16,CN204300050U,一种飞机前缘缝翼支撑肋上的零件安装结构
G08,CN103927838A,一种烟雾热成像火灾自动定位探测系统及方法
B64,CN204415748U,一种用于超轻型直升飞机主框架的工装
F16,CN105626765A,采用橡胶弹簧混合方式对飞机起落架进行二级缓冲的方法
B64,CN202062975U,飞机地面空调车风温自动控制装置
B64,CN103447988A,自适应柔性托扶定位机构
B64,CN105531186A,多平台式货物集装箱
G08,CN103489337A,一种基于改进的局部搜索策略的空中交通流量调控方法
G08,CN101244766B,一种节能减排机场
B64,CN204489181U,可变电机角度四轴垂直起降固定翼复合无人机
G08,CN102072894B,用基于纳米结构的光谱检测方法检测化学物和生化物杂质
B60,CN205292345U,一种运输工具用座椅
G08,CN105513433A,一种基于无人机机载系统的地面控制站
B64,CN204300159U,一种发动机操纵系统联轴器
F16,CN101479098B,飞机侧整流板
G08,CN104599430A,一种用于飞机的烟雾报警器电路
B60,CN2764645Y,电动行李传送车
G08,CN1767784A,活体信息检测装置及其使用的接触部件、以及活体信息检测部件使用的涂料
B64,CN2695270Y,水陆空三栖飞行器
B64,CN101081644A,机翼定位和安装系统
B64,CN100497054C,用于管理飞机起落装置的系统的分布式体系结构
G08,CN102831788A,用于改进预测路径显示输出的系统和方法
G08,CN103019113A,机载3G通信模块的开关控制装置及机载无线通讯系统
B64,CN105539231A,一种智能交通工具
F16,CN103821846A,一种小型飞机的制动系统
G08,CN1752396A,门窗的识别系统
F16,CN1703526A,飞机内的滚动轴承
B64,CN203330919U,气源导管定位装置
B60,CN1948034A,一种在地面跑道上滑跑起飞和降落的汽车飞机
F16,CN103038538B,用于飞机起落架的液压摆振阻尼器
F16,CN101132754A,具有震动装置的用于改善供血的坐具或卧具
G08,CN100557659C,一种基于ADS－B的扩展飞机监视范围的方法和装置
B60,CN1502489A,轮胎气体高效散热装置
G08,CN104122810A,一种飞机发动机火警探测装置的控制方法
B60,CN1948084A,一种新的旋翼风扇升力控制方法及可直升飞行汽车
B60,CN1247141A,装配在长途汽车或飞机靠背椅靠背部背后的折叠桌子
B60,CN1055049C,大型异形铸型尼龙燃油箱制造方法
B60,CN2499679Y,填油车式脚踏高压注油机
F16,CN1464209A,一种实现直线/旋转运动互换的方法与装置
B60,CN204548480U,固定翼螺旋桨飞机及其驱动装置
B60,CN1256669A,液体输送服务车
B60,CN2286536Y,汽车电路应急控制器
F16,CN105605352A,一种管路自动分离接头
B60,CN204340826U,一种飞机事故抢救车
B64,CN203463868U,一种复合防护罩
G08,CN105096508A,一种森林防火数字信息化综合指挥系统
F16,CN103615479A,一种有隔离垫的碳刹车盘组件
B60,CN1738723B,"飞机安装组件,机轮及轮胎"
B64,CN203727096U,一种新型机轮拆卸设备
G08,CN102184647B,一种空中目标的冲突解决方法
G08,CN202650154U,高压输电线警示器
F16,CN205203392U,一种组合式飞机吊舱悬挂接头
B64,CN102893010A,具有格栅或叶栅的飞机喷射发动机推力反向器
B60,CN105644463A,用于交通工具的真空便器系统
B64,CN204507250U,飞机机轮
F16,CN105620232A,一种飞机驾驶舱遮阳装置
G08,CN101572016A,提供航班运行数据的方法及系统
B64,CN204078081U,无人机遥感监视监测移动平台专用工作舱
G08,CN202275482U,一种泥石流灾害预防报警系统
B64,CN104443348A,一种用于提高涡桨飞机防冰板声学性能的设计方法
G08,CN101923789B,一种基于多传感器信息融合的飞机安全进近方法
B64,CN103264626A,电动陆空两用直升飞机
G08,CN203577326U,即时影像回传控制的遥控结构
F16,CN1214319A,改性纳米保温材料及其生产工艺
G08,CN103701488A,具有1090兆赫扩展电文的广播式自动相关监视能力的S模式应答机
F16,CN1360163A,能量再生机
G08,CN103700287A,通过传感器脉冲执行交通工具防撞警告的系统和方法
G08,CN103167405A,一种到站提醒方法及电子设备
B60,CN1446158A,制动器状态监测
F16,CN203374811U,飞机发动机直喷式燃调慢车活门组件用垫片
B64,CN105667468A,一种自锁快卸式轮挡
F16,CN103335006A,定位螺钉、调速器、支撑座、飞机用发动机及方法
B64,CN101384482B,用于飞机的能量吸收器
F16,CN201100357Y,一种活塞式耗能器
G08,CN102737524A,用于飞行器轨迹管理的方法和系统
F16,CN103661345A,飞机电刹车装置的作动器
G08,CN105676249A,一种基于4G/3G/BDS的通航飞机通信导航监视系统及方法
B64,CN105109380A,可水平旋转的飞机座椅扶手
G08,CN100578565C,机场跑道警示系统
B64,CN203651580U,自动式除冰液配比加注车
G08,CN103733234A,用于检测飞机场中的外物、碎片或损坏的监视系统和方法
F16,CN201849427U,双泵应急装置
F16,CN103291778A,一种双操纵飞机操纵系统解脱机构
B64,CN204587308U,飞机播撒设备安装装置
F16,CN202926819U,一种快卸锁钉
G08,CN105427677A,一种飞机泊位引导装置距离显示系统
F16,CN101012007A,两级串联双腔缓冲器
B64,CN102361795A,与交通工具乘客座椅有关的改进
B64,CN203300000U,用于飞机供电室的防触电报警器
B60,CN1086770A,螺旋弹簧式胶轮内胎
F16,CN1193703A,一种无级变速方式及装置
B64,CN204149903U,快速清理型飞机餐板
B60,CN105392642A,低金属轮胎
F16,CN103982578A,一种飞机碳/碳复合材料刹车盘摩擦对偶的制备方法
B60,CN203318372U,机车清洗机
F16,CN105545940A,一种球头关节接头安装方法
B60,CN2797092Y,装有防爆衬胎的轮胎
F16,CN204300349U,一种橡胶密封条
B64,CN101443236B,改进的座椅
G08,CN103136966A,用于控制航运系统运行的系统和方法
B64,CN205203367U,一种飞机
F16,CN100478251C,两级串联双腔缓冲器
G08,CN101918980A,跑道监视系统和方法
F16,CN204367977U,电力无人直升机用测控车固定装置
F16,CN204284758U,一种气流方向可调节的空气喷管装置
F16,CN204254101U,大通径折叠冷暖通风管道用旋转接头密封装置
B60,CN104816591A,一种金属轮圈上注塑式免充气无人飞机机轮
F16,CN101304900A,板条结构
F16,CN203189436U,一种飞机内饰板夹持装置
G08,CN103680217A,一种机载防撞系统混合监视跟踪方法
B64,CN104494841A,复合电机组动力廻转索带牵引飞机弹射器
F16,CN202728050U,一种多功能液压试验油车
B64,CN205168911U,新型便携式植保飞机
F16,CN102405175A,例如用于飞机的锚固叉和包括该锚固叉的锚固系统
B60,CN2659719Y,水陆空三栖飞行汽车
B60,CN2325278Y,超高速海上气垫船
F16,CN203348244U,一种用于绝热物安装的卡箍
F16,CN1123377A,无级变速机械系统
B60,CN1605493A,发电电动汽车
F16,CN203627954U,一种机械式通气活门
F16,CN204433027U,飞行器舱门密封结构
G08,CN101739845A,基于航空数据链信息的民机航空电子验证系统及其方法
B60,CN1827433A,双刃内洗式刮雨器
F16,CN1089706A,气动除冰分配阀及系统
F16,CN205207908U,一种对接连接器法兰盘组件
B64,CN202572193U,一种外前襟翼定位器
G08,CN101950493A,区域空中交通网络流量调度方法
B64,CN105667206A,一种便携式机轮拆装装置
G08,CN104252768A,用于飞机存储室的有害气体报警器
B60,CN1448896A,按照消光原理的光学烟感报警器及其应用
B64,CN104708990A,车轮
B60,CN1443120A,可拆卸地连接一车辆上前后布置的两个车辆元件的装置及其用途
G08,CN101533563A,获取计划航班四维航迹的方法
B64,CN105658476A,用于运载工具乘员的腿约束装置
F16,CN204606197U,一种快卸钉固定口盖密封装置
B64,CN102358433A,高压力飞机空调车
B60,CN103287372A,一种基于图像处理的汽车防撞安全保护方法
B60,CN103241150A,可坐可靠随意变形的客舱车厢座椅
B64,CN203283029U,机场快速调动车
G08,CN105489069A,一种基于SVM的低空空域通航飞机冲突检测方法
G08,CN105469645A,飞行目标通信系统
B64,CN201971154U,飞机刹车主机轮
B64,CN104554707A,一种新型飞翼无人机及其航向控制方法
B60,CN203282998U,无杆飞机牵引车自动调平系统
